Base_ID,Image_ID_A_ID,NDVI_Mean_A,NDVI_Std_A,RGB_Mean_A,RGB_Std_A,VV_Mean_A,VV_Std_A,VH_Mean_A,VH_Std_A,Image_ID_B_ID,NDVI_Mean_B,NDVI_Std_B,RGB_Mean_B,RGB_Std_B,VV_Mean_B,VV_Std_B,VH_Mean_B,VH_Std_B
249,249A,0.45742783,0.18027951,64.30248,22.633419,114.17438,41.62616,44.38855,32.8928,249B,0.23094021,0.16704074,111.39014,65.947914,122.35193,40.90579,40.135162,30.4988
24,24A,0.86204845,0.10801093,17.569237,17.639294,138.4821,27.718735,84.37377,25.44109,24B,0.8315351,0.118593335,23.261175,19.612932,133.14534,25.080034,81.59969,22.610554
250,250A,0.4566819,0.17856592,59.01134,24.63214,148.68285,20.253355,89.93992,20.6045,250B,0.49503642,0.15718663,59.398457,24.455122,151.2442,19.060825,92.956276,19.052885
251,251A,0.8343461,0.020933898,31.288391,7.8215227,145.00728,12.668684,90.547295,12.575631,251B,0.8254052,0.020474825,32.89538,7.9392195,146.10707,12.751912,91.70819,12.707443
252,252A,0.76452124,0.1382581,30.090172,18.369593,126.293785,30.579123,81.6148,28.144299,252B,0.74337363,0.14203465,31.11094,18.943207,113.62362,30.750582,70.23741,28.071497
253,253A,0.3262349,0.12675045,64.65649,29.71096,108.333275,24.700928,42.232365,25.29788,253B,0.3375287,0.10593003,71.95054,31.921312,98.0454,29.330229,32.888573,25.134998
254,254A,0.4922352,0.14792566,53.176006,28.048758,121.33219,14.09533,72.326645,16.012936,254B,0.5249268,0.18697487,55.76296,37.116127,122.534935,16.16664,72.62493,18.323505
255,255A,0.29417038,0.15768848,71.144615,20.901379,113.577965,14.974677,40.58651,18.306864,255B,0.31293282,0.23757364,64.31601,21.480885,110.22025,22.978788,39.421318,19.882917
256,256A,0.51998854,0.14146428,58.457806,24.607992,133.20305,12.370416,83.77729,12.868753,256B,0.50532776,0.16089824,60.899475,27.554085,130.8498,14.272215,82.77,14.852023
257,257A,0.82251954,0.05169789,23.711853,7.7469406,145.45436,12.832072,89.05241,12.152369,257B,0.8584806,0.020736346,21.037569,6.402984,146.09654,12.391759,89.28265,11.736677
258,258A,-0.055788938,0.18563193,29.845194,45.57366,55.50415,45.1365,10.531097,29.949177,258B,-0.058925167,0.09737775,15.670174,13.683916,35.821236,13.432932,0.6615639,7.3450994
259,259A,0.6683001,0.1620072,39.44072,18.691572,108.57491,21.227634,57.187458,21.596754,259B,0.54490626,0.38313067,39.414894,16.345707,100.1569,26.660028,44.94086,26.832903
25,25A,0.32768106,0.27234343,69.67928,38.37657,101.55068,32.116444,45.285786,32.33402,25B,-0.0019940808,0.3500122,42.7787,31.982763,56.0567,51.518723,23.41839,33.854626
260,260A,0.4588281,0.11357414,52.273823,18.977972,97.609344,17.023727,44.900623,17.965239,260B,0.5090699,0.103652,46.837322,15.121968,101.41128,18.795832,49.44405,19.828426
261,261A,0.66933,0.39582786,36.528034,9.494096,127.50275,39.05818,77.933784,30.844961,261B,0.7604786,0.15304488,37.324352,10.641997,132.32362,21.757507,75.52215,27.04038
262,262A,0.4144252,0.06721841,53.8378,18.312616,93.199524,14.686843,40.783974,17.70877,262B,0.43074286,0.050243802,51.650555,15.560164,95.82977,14.313707,44.557247,16.568773
263,263A,0.5306996,0.18356511,58.31777,29.952084,108.72375,17.20222,53.78044,20.774525,263B,0.51570237,0.17404543,56.768696,28.260948,107.588234,16.971624,53.942577,21.965982
264,264A,0.4496181,0.15966234,51.10573,22.63853,86.81713,13.228712,17.129578,14.755294,264B,0.47070792,0.15388131,51.437565,20.475447,87.83988,13.102294,16.579151,14.296314
265,265A,0.39623278,0.10128725,71.819954,20.726305,105.383,15.199226,49.63568,18.08255,265B,0.31561315,0.09502317,78.42664,23.73767,94.689735,16.625591,36.417248,20.75435
266,266A,0.37939814,0.15778303,81.006325,24.49299,126.71313,12.554416,75.36796,13.195999,266B,0.49582005,0.1784207,72.214386,25.218712,131.18001,13.693055,79.01894,12.953339
267,267A,0.52525634,0.18820603,78.544716,35.08693,130.72249,15.989954,70.37798,16.142067,267B,0.62498486,0.16761331,68.28896,31.785004,137.68365,13.22694,75.4355,13.373558
268,268A,0.7949044,0.033333506,36.170364,8.674995,147.39761,13.030136,93.10854,12.465907,268B,0.7875998,0.042248495,36.053844,8.733847,147.1295,12.007644,93.29053,11.560531
269,269A,0.3866666,0.082342155,58.03886,18.935764,128.3973,23.16392,71.67519,25.378012,269B,0.37801465,0.12066452,60.069157,18.473366,142.51128,29.551647,87.402916,28.552109
26,26A,0.83437634,0.07309991,16.4781,8.051996,153.65393,36.437008,99.61911,33.07692,26B,0.8095988,0.08112123,19.78171,9.445918,138.79335,30.386415,88.44983,28.425217
270,270A,0.8175243,0.028977992,33.965992,9.070651,140.96881,8.4868,89.516,8.653369,270B,0.8240848,0.020241825,33.382065,8.69506,140.6921,8.0322695,88.88944,8.23588
271,271A,0.58950186,0.13608398,56.078613,22.036303,117.66567,19.634886,62.86266,17.739626,271B,0.566311,0.17388225,55.658264,22.914635,119.468956,23.307003,64.38661,18.974365
272,272A,0.5425848,0.054384965,30.51156,10.083482,119.94979,7.828561,71.490204,8.349334,272B,0.53277874,0.0466347,30.185928,8.66981,121.40574,7.192663,73.39301,7.7008963
273,273A,0.16849037,0.3312903,100.677635,34.494545,82.0718,48.79424,38.57134,38.486904,273B,-0.05296577,0.18841544,118.08071,24.67331,41.129944,32.5499,8.095581,23.657068
274,274A,0.3678401,0.10845641,69.26919,27.124956,103.753456,14.278438,49.452442,19.004448,274B,0.3820357,0.09540314,64.664764,22.835684,104.58427,13.571857,52.24831,17.331287
275,275A,0.46269947,0.24243765,78.60482,40.42712,134.56575,13.699381,51.393307,26.168568,275B,0.3795269,0.23948607,70.69659,25.739676,132.333,15.441491,50.710064,27.818201
276,276A,0.29999334,0.0999589,62.261364,25.177015,109.23234,17.463255,43.79709,18.918743,276B,0.27725524,0.09789845,68.71024,26.591,110.32834,18.06139,40.478935,18.384214
277,277A,0.5207672,0.19627118,61.3351,27.888226,123.00882,20.597326,70.7929,23.228815,277B,0.45404318,0.1971925,69.83295,29.506617,114.28353,20.328548,60.37324,22.4711
278,278A,0.45657808,0.21996376,53.24513,25.335964,117.700264,15.667454,42.87349,27.47835,278B,0.46038234,0.22433384,55.387066,26.42573,111.6636,15.356273,37.46526,24.937418
279,279A,0.5825119,0.0939931,66.83693,23.117643,118.30764,10.445234,65.08652,11.419282,279B,0.53099316,0.10264924,74.96212,26.083754,112.943245,11.6929655,58.803272,13.219104
27,27A,0.3493161,0.10827708,74.07436,21.841677,128.05156,21.077663,69.81484,25.327381,27B,0.3807819,0.12545899,70.80772,22.57759,130.97896,23.091448,73.43576,26.374567
280,280A,0.42254752,0.25166228,66.01581,30.423203,103.88932,19.221659,33.79164,26.23472,280B,0.38114077,0.25139064,54.243816,27.39442,96.39502,25.115053,32.896084,24.32975
281,281A,0.3621112,0.20409778,93.92144,50.511284,117.32129,21.125828,56.918743,23.23237,281B,0.40306914,0.19608289,81.72011,45.271046,108.385765,19.05256,50.839462,20.906162
282,282A,-0.13921574,0.040750302,51.22234,10.177057,61.02714,9.55709,0.2817459,4.052385,282B,-0.017368037,0.21024768,67.373856,32.276814,74.78974,28.16558,16.260105,27.43913
283,283A,0.5301665,0.09992402,46.817,14.964855,126.54535,19.552563,71.94761,18.586367,283B,0.53761846,0.105525665,45.66559,14.604918,126.7284,22.18719,73.09095,21.601294
284,284A,0.50717676,0.2427586,38.068863,13.485241,99.24023,25.01477,31.159782,28.5427,284B,0.47628006,0.24349251,46.08794,15.569517,93.02268,24.0919,27.619558,20.999151
285,285A,0.1388683,0.23940516,90.08758,24.546299,123.25879,26.238567,50.462597,26.872179,285B,0.44410115,0.24207431,69.309944,23.32427,132.90656,20.019712,74.85384,18.83021
286,286A,0.71632844,0.07600856,39.622746,9.757367,144.35078,10.681718,90.584724,10.172213,286B,0.69361186,0.06693686,41.137615,9.078309,143.30528,9.959196,89.92273,9.717074
287,287A,0.5427197,0.17188966,55.615204,18.107635,138.9351,16.39736,72.99914,15.107886,287B,0.43587887,0.17466386,65.22492,21.3527,130.36295,17.27221,68.28408,18.034294
288,288A,0.6456649,0.17273995,50.697174,19.242352,138.1784,23.157267,82.065346,20.492613,288B,0.63982004,0.18951795,51.03972,21.395388,139.81763,22.01899,83.80691,19.996916
289,289A,0.4202553,0.23487003,35.534103,12.377405,108.516075,25.73403,51.038685,31.10429,289B,0.4520573,0.19097224,39.06547,14.866252,114.36442,22.325706,59.229492,26.451466
28,28A,0.83598995,0.029625416,28.158188,8.57178,150.93163,11.010161,94.11615,10.452617,28B,0.8333998,0.022027943,27.06811,7.571934,149.36542,10.05375,93.064026,9.910012
290,290A,0.41560128,0.15716064,85.76502,32.099438,133.05367,15.571427,80.45907,18.457476,290B,0.44018877,0.1694673,84.85441,33.95061,132.47464,16.821291,79.33415,19.285622
291,291A,0.6069477,0.08177874,55.184402,14.590587,107.07351,15.138111,57.083557,16.36898,291B,0.61737573,0.096231446,50.422028,15.334221,122.49424,12.368753,73.03193,13.69224
292,292A,0.51480484,0.20969479,68.29863,33.593647,116.51284,16.730793,51.244736,18.672968,292B,0.43807805,0.19559354,77.81025,33.993652,115.408264,15.750312,49.19757,19.357529
293,293A,0.38134778,0.0994017,69.0043,19.51414,121.50413,19.260342,60.06719,19.474829,293B,0.38730493,0.113565646,69.953865,22.988298,118.244774,21.083954,55.904392,22.934628
294,294A,0.4875758,0.104728125,60.418472,15.032481,140.89226,12.4496765,86.01438,12.95442,294B,0.4623919,0.11355661,61.648396,15.077166,136.3869,14.15566,82.372795,14.2945795
295,295A,0.48924732,0.12954882,54.13931,26.542097,121.36294,17.058088,68.474815,19.534119,295B,0.46829998,0.17596495,59.427288,32.015537,114.417595,21.335136,59.707226,24.96956
296,296A,0.49703783,0.0730389,54.361557,11.675367,87.23406,20.75753,27.57837,17.701374,296B,0.4761747,0.074527875,52.750202,11.031739,86.93534,22.733833,24.030447,19.636347
297,297A,0.49861577,0.07890324,47.99074,16.305513,101.20773,9.206887,49.758575,10.758858,297B,0.470658,0.08073386,44.755096,16.271547,102.21586,11.052753,47.77367,13.528507
298,298A,0.5756114,0.21725115,61.678333,32.99737,123.82151,15.509268,65.920265,14.997686,298B,0.5754017,0.21496153,58.30133,29.00862,120.837395,17.853199,62.48665,16.87287
299,299A,0.49346343,0.18041378,49.447052,20.129175,113.905235,10.778297,52.87895,13.507234,299B,0.5170061,0.21115002,50.35999,22.78822,115.24239,12.402583,54.44524,13.918177
29,29A,0.6184378,0.23666683,61.898296,38.566925,117.5698,12.161215,56.437542,14.384702,29B,0.6451955,0.23121777,56.993793,36.34072,120.98023,16.071722,58.712494,16.110445
2,2A,0.8636714,0.023048203,25.099585,9.942988,145.0605,11.205522,91.321045,11.314027,2B,0.8567171,0.04043845,25.917284,10.263858,144.46089,11.392288,90.5944,11.547525
300,300A,0.60385627,0.12157617,47.649414,14.216932,142.84404,8.874116,85.91062,9.501589,300B,0.57947433,0.12893216,48.460125,14.585902,141.24237,9.04627,82.11753,10.267959
301,301A,0.5883186,0.15307777,44.750057,12.030334,129.89008,15.789858,75.5201,15.893542,301B,0.5863201,0.12400798,47.34083,11.921022,129.15295,14.993982,76.42096,14.014356
302,302A,0.63645184,0.09596822,48.155,13.836006,98.553246,15.881938,42.393475,18.9516,302B,0.65691125,0.10362503,45.56894,15.470615,99.77155,15.729242,47.207577,17.613085
303,303A,0.6103702,0.1269343,35.033257,18.995771,112.04508,23.354233,61.56416,24.437296,303B,0.620806,0.11319122,34.343388,17.855341,113.908875,19.407028,63.11684,19.651745
304,304A,-0.35154137,0.12570633,70.155174,30.915007,36.619427,12.60689,0.9131584,7.5195374,304B,-0.15218017,0.37159768,72.83686,33.262592,52.381878,35.91945,14.132992,26.008247
305,305A,0.5735521,0.25034335,62.945282,29.601744,106.92823,13.905092,47.96082,16.91925,305B,0.6458885,0.22588132,56.39989,29.106173,102.60363,14.223173,45.432507,16.68223
306,306A,0.0026859865,0.07919376,30.196661,7.404956,59.011402,6.189272,0.0,0.0,306B,-0.0024525397,0.090027146,32.603252,8.017151,59.82577,6.1715417,0.0,0.0
307,307A,0.6753944,0.15864667,42.080036,19.58212,124.61376,15.485099,71.02415,14.434901,307B,0.7106314,0.14737895,38.43083,19.085798,127.43577,15.077319,73.62589,14.491455
308,308A,0.64757276,0.103801884,50.106213,18.420689,128.06847,19.468372,74.037,17.75995,308B,0.6181941,0.1297346,48.78947,18.024467,140.99382,25.039587,84.34031,21.89472
309,309A,0.5053814,0.13098575,50.04727,23.29922,107.05363,29.573475,46.6655,24.95295,309B,0.5242779,0.12581919,47.607677,21.461967,106.342224,23.31385,50.983967,21.948782
30,30A,0.4938163,0.15973343,71.872,25.601898,144.94604,26.725023,85.945244,25.901373,30B,0.42124474,0.14534089,78.61743,27.460035,143.44211,15.727915,81.37668,16.298096
310,310A,0.30910456,0.15982619,70.1625,33.69095,118.24756,32.249584,59.76369,30.697573,310B,0.27485573,0.11127875,86.40728,35.115353,119.668724,26.51151,56.976757,29.081465
311,311A,0.42994753,0.22155175,98.36273,51.228245,132.98799,12.567579,75.613396,12.224609,311B,0.37499422,0.18823418,102.27026,45.84864,131.03804,13.7836275,69.28824,12.894474
312,312A,0.414492,0.108180076,51.75881,16.430414,123.42544,12.920578,69.245125,15.099419,312B,0.37737975,0.10782403,48.484665,15.15135,128.03209,14.952664,77.64855,16.009676
313,313A,-0.08814711,0.021053743,41.080864,4.702058,18.425331,15.001627,0.0019187927,0.20237273,313B,-0.09721489,0.018530581,40.97621,4.752775,7.1196938,8.346286,0.0,0.0
314,314A,0.5399115,0.26619565,33.78201,29.607359,120.45908,41.855972,57.396587,37.093117,314B,0.38616672,0.26862764,42.697132,30.40578,152.83235,59.22387,84.40806,55.122643
315,315A,0.874751,0.015080551,22.462332,7.6705966,144.88463,18.337488,91.29203,17.900383,315B,0.85669714,0.018723693,22.659485,7.1563344,143.74614,14.940099,90.55962,14.493108
316,316A,0.70197976,0.1314179,43.041645,17.985664,133.85158,12.956918,83.588936,12.960952,316B,0.69789404,0.13613735,42.900265,17.899628,132.01556,13.134551,81.7356,12.318845
317,317A,0.49231407,0.11268364,47.02133,17.583714,122.69405,49.81188,70.86982,43.41517,317B,0.41579753,0.13632996,64.3958,38.906403,124.05213,43.875504,66.82652,39.50405
318,318A,0.26688161,0.11514892,89.85272,37.432358,115.07424,30.91205,52.962955,26.215925,318B,0.29335332,0.122196205,83.039246,34.662537,124.56192,29.5511,58.946133,24.683044
319,319A,0.60481596,0.08090028,41.844715,11.227535,139.18678,8.918743,93.3897,9.473693,319B,0.5452549,0.10187934,43.47368,12.594878,132.55685,11.470988,85.14382,12.7657
31,31A,0.25156027,0.06805,85.43928,30.069431,90.27549,20.3284,17.683823,20.835682,31B,0.31022263,0.08030531,78.46784,26.373682,107.16571,20.438625,42.95413,23.104137
320,320A,0.34046248,0.12492557,110.06616,30.012526,125.98429,18.99164,72.351135,23.751572,320B,0.3374781,0.114667945,109.766014,27.732422,129.59734,18.092115,70.65268,21.316711
321,321A,0.49701402,0.071877785,52.90286,11.234174,98.400665,10.791206,54.42416,12.646998,321B,0.48042998,0.057554245,55.99509,12.252174,100.402245,11.045227,51.099995,15.661871
322,322A,0.8644165,0.02318346,19.658094,7.6901217,149.82573,14.95582,95.61011,14.391441,322B,0.87263995,0.024556894,19.146599,7.7431316,150.0494,15.610415,95.76849,15.028793
323,323A,0.22659804,0.09456363,97.88169,27.850142,103.59139,22.362263,34.225037,24.788631,323B,0.24678397,0.10583426,99.95929,28.647093,103.07412,22.491621,31.663208,28.328968
324,324A,-0.034669418,0.18823594,39.497738,13.424804,56.152515,37.808086,10.107941,29.414371,324B,-0.11238108,0.032997333,37.98865,7.711362,38.070404,13.012586,0.003578186,0.15139733
325,325A,0.30545986,0.11960113,81.2601,39.54233,105.0904,16.518377,48.71185,15.311796,325B,0.28971693,0.14210778,104.62082,48.824333,98.40809,17.289326,39.54091,16.02667
326,326A,0.3434179,0.09840945,82.26902,32.157745,115.66269,17.299578,58.898914,24.447622,326B,0.38186926,0.102972865,75.66091,28.775211,117.8762,13.771381,63.084045,19.960867
327,327A,0.7077207,0.2167825,40.47352,26.332073,130.86317,17.739592,77.88754,18.409588,327B,0.80260783,0.15476617,25.061714,17.101734,136.74086,14.6431465,85.081024,13.480358
328,328A,0.50834846,0.09379208,35.98115,14.198891,110.56393,53.00293,29.040962,33.383873,328B,0.5422477,0.083854385,32.834152,14.624452,122.36344,55.78911,38.37872,36.95172
329,329A,0.4175369,0.21673377,56.377728,25.14888,117.57507,16.6356,46.482635,21.18125,329B,0.3964911,0.20546879,58.106617,25.762827,119.35366,17.564476,47.140156,21.718767
32,32A,0.57432914,0.11183863,46.856705,17.544739,127.97308,10.448769,75.42039,11.592246,32B,0.64816475,0.16110303,50.28648,21.348484,127.13467,11.79883,71.617,13.132454
330,330A,0.6549541,0.22405736,42.344334,35.880905,137.31476,30.611675,83.2844,29.130697,330B,0.6956766,0.18996786,34.465836,19.07173,137.0463,29.28233,83.2096,27.639769
331,331A,0.7221588,0.086342186,25.485754,14.553325,125.9036,19.252676,75.1341,19.804634,331B,0.5997778,0.14495169,47.274933,30.44909,110.823265,21.853588,55.954773,26.621542
332,332A,0.50333077,0.18642743,80.48507,41.76798,119.87842,18.956484,64.74697,22.213959,332B,0.54987085,0.20881653,69.28035,40.349358,123.67285,23.720686,71.44541,25.682098
333,333A,0.6867075,0.09906641,33.832535,15.49909,134.85835,9.828336,84.2203,8.896217,333B,0.68437576,0.08663752,32.79362,13.623223,133.26106,8.91531,82.1906,8.571929
334,334A,0.4601773,0.2127347,76.386055,31.595833,121.44877,19.429443,65.97075,23.373898,334B,0.48259962,0.22770709,76.106285,34.636524,122.071495,19.9752,65.81746,23.507458
335,335A,0.27539247,0.07478224,98.51638,30.768698,114.6816,16.716597,66.94172,21.430664,335B,0.34223774,0.06374117,85.37345,22.007431,125.854004,11.0157585,82.20133,13.060648
336,336A,0.3679266,0.18367137,94.74784,42.18227,119.78223,64.540184,64.22778,34.6128,336B,0.34685567,0.18786827,98.52067,41.770264,137.18092,40.40317,75.607994,23.548851
337,337A,0.6694655,0.21361035,43.166813,21.229391,117.15936,16.89109,64.714165,18.908773,337B,0.6378666,0.24656785,44.352787,21.179823,123.846985,18.669083,70.04074,19.396
338,338A,0.34947667,0.12045517,51.846874,26.769861,93.21557,30.00786,26.386536,26.259727,338B,0.3640928,0.11423858,47.756847,23.666126,91.18011,29.495113,24.316916,25.234865
339,339A,0.38463092,0.12270824,59.30348,12.226817,122.11914,16.212729,67.51548,19.757946,339B,0.31101078,0.08901186,59.86014,15.273315,122.00891,19.50465,67.53348,22.122854
33,33A,0.42526373,0.15080138,73.301796,32.079914,133.32463,23.420532,75.73994,28.014101,33B,0.41663957,0.15638678,74.98937,32.871353,132.12761,22.597544,74.62844,25.159893
340,340A,0.83244014,0.09616007,19.413118,11.355354,145.356,29.652246,88.72459,27.315565,340B,0.8269941,0.15602937,18.579996,9.289931,147.12326,35.335506,90.3641,31.191175
341,341A,0.8436948,0.018377187,28.238997,7.673108,144.27385,10.107914,89.36102,10.137536,341B,0.8412926,0.018167054,28.39498,7.704038,144.91002,9.343637,89.617065,9.409956
342,342A,0.5488801,0.11842997,61.194897,22.884848,134.95316,16.822859,87.77936,18.15259,342B,0.5584089,0.11053077,58.803776,20.308321,138.53935,20.426453,89.40155,20.690582
343,343A,0.42310435,0.58830726,63.230373,54.583626,117.87881,49.2595,67.24656,42.36063,343B,0.47548527,0.6057638,58.619473,55.286533,121.14779,51.578987,70.111084,43.337597
344,344A,0.45040563,0.15625498,63.985615,29.291094,138.23775,32.58021,85.31645,30.217861,344B,0.53967977,0.15750074,53.709538,26.303059,133.66397,27.243433,80.334145,25.163618
345,345A,0.67264354,0.09145029,33.904633,16.837517,114.72231,24.097359,65.37655,23.808636,345B,0.6860293,0.09823703,32.41063,18.117468,113.19514,18.951864,65.44219,19.537622
346,346A,0.44801405,0.21967942,83.669395,46.403168,131.65898,21.930326,66.4668,19.416542,346B,0.44272846,0.21054126,82.15809,45.631912,141.45738,23.566444,68.65832,16.7804
347,347A,0.3243262,0.06530362,64.501785,20.355963,100.16733,14.099626,49.35565,18.899538,347B,0.31639618,0.0730102,69.50126,23.017756,94.923615,19.839485,40.982235,24.241608
348,348A,0.23926955,0.10770163,114.0809,31.982288,106.96295,21.76695,32.266853,18.732422,348B,0.25088128,0.12037782,106.75541,30.613955,110.27628,37.40038,39.414566,32.44726
349,349A,0.44964492,0.13286492,65.851906,26.348745,133.68086,57.302666,73.10027,43.62289,349B,0.5132646,0.13317405,61.552082,25.742224,139.44627,58.723736,79.477425,46.941277
34,34A,0.31746286,0.16793817,84.82428,44.89727,118.168884,17.768631,47.10443,15.3444395,34B,0.3925874,0.1612611,63.856262,32.670177,114.557625,17.517656,49.75398,15.289627
350,350A,0.4024309,0.1412139,63.606007,28.983309,127.90591,31.799938,56.771107,22.805618,350B,0.4106491,0.15282403,67.10007,30.333122,108.97767,24.938036,45.20485,20.507183
351,351A,0.7725103,0.040169176,32.511227,9.993549,136.74022,14.600859,85.19233,13.731576,351B,0.7816498,0.037923556,30.92562,9.812322,139.58594,15.68247,87.72912,14.623745
352,352A,0.34496492,0.15194812,76.64398,34.539036,134.9759,22.18741,80.782326,25.004028,352B,0.3441798,0.12370517,76.82127,32.04502,135.43384,15.4837,87.69636,16.758791
353,353A,0.68211925,0.25542,59.689594,43.28723,115.57739,16.858086,64.62849,15.88992,353B,0.43651295,0.21480879,90.83923,48.14097,113.57563,24.375904,57.207214,24.90848
354,354A,0.8557286,0.022751685,25.949396,7.9957104,146.52347,17.316189,94.32241,18.396288,354B,0.8470843,0.045931526,26.61532,8.284373,146.47253,17.927832,95.048805,18.858982
355,355A,0.86978376,0.021937987,25.207565,8.570246,147.91173,13.479439,92.919044,13.129448,355B,0.8737269,0.020958714,24.521643,8.303693,148.37396,13.245536,92.95348,12.9178505
356,356A,0.83931124,0.028257547,25.393663,8.259064,146.69432,15.945435,92.952065,16.114225,356B,0.8146777,0.19037475,23.46601,8.060182,144.74854,25.160608,91.453255,22.81493
357,357A,0.8431858,0.016755776,26.49605,7.708662,141.34135,8.560783,88.575966,8.6755705,357B,0.84326077,0.016812043,26.084047,7.381185,140.99284,9.073884,88.40092,9.182979
358,358A,0.3670433,0.19301768,87.32613,34.83471,82.27209,20.271212,24.612328,22.742104,358B,0.30659774,0.16510174,96.30542,32.890602,79.49078,17.03901,16.94241,19.51166
359,359A,0.88595057,0.015122041,20.047396,7.1159344,149.76245,13.436562,90.72309,12.8022175,359B,0.88972867,0.015088278,20.09972,7.21176,149.80592,13.086159,91.24935,12.540249
35,35A,0.39377716,0.1944655,67.61483,36.627018,98.46088,27.216085,35.83839,32.564598,35B,0.5170376,0.24892151,54.572205,37.375515,116.30978,23.91443,59.34909,31.100765
360,360A,0.5936992,0.26082367,53.70967,35.078293,125.78888,25.269602,72.26119,27.276733,360B,0.70157886,0.22623684,41.952,29.900557,134.1812,21.528683,81.158714,22.692812
361,361A,0.6749983,0.11596421,39.46504,15.035961,129.40166,13.809044,78.00996,13.653693,361B,0.7161503,0.15735874,35.170383,19.995155,128.85452,18.236692,77.48577,19.471748
362,362A,0.8708589,0.021540109,22.066805,7.2473,145.56918,16.409554,91.309784,15.733981,362B,0.86656046,0.023387793,22.081873,7.411708,142.7962,16.798494,88.69749,16.104147
363,363A,0.36358643,0.110244006,61.494873,28.304014,84.46207,21.034729,22.001608,20.838625,363B,0.38090688,0.12713812,61.51012,26.675451,74.83035,17.111647,13.320976,17.146128
364,364A,0.30306482,0.15978888,99.885506,38.00523,131.26709,23.956472,68.7174,20.967974,364B,0.2820506,0.15896311,113.493065,42.44827,141.57526,38.223656,74.26548,28.94608
365,365A,0.29987222,0.12573029,68.670044,30.818472,113.326454,46.897987,37.373688,30.624825,365B,0.30948013,0.13598445,68.13281,30.434753,111.44111,42.74999,38.198547,30.862822
366,366A,0.66335905,0.16053586,37.762848,11.854108,141.64297,13.449003,88.08883,13.043161,366B,0.7257109,0.12012727,34.821472,10.400531,140.02687,14.625136,88.660805,12.539786
367,367A,0.5955056,0.12748016,46.706944,20.247873,123.09153,14.824509,74.44848,16.223518,367B,0.61413217,0.13472942,46.102097,22.503414,126.87836,12.444779,78.18996,14.66991
368,368A,0.85818344,0.020355154,21.373312,7.157868,144.14085,10.5570135,91.30548,10.539855,368B,0.8637735,0.021187723,21.032713,7.2727804,144.77846,11.361965,91.95004,11.293689
369,369A,0.27529693,0.10510387,117.03735,39.225002,113.39359,33.47245,40.106842,24.185028,369B,0.2791947,0.1000513,112.149086,37.730316,116.795555,39.862,40.423565,25.591755
36,36A,0.31370002,0.19020623,87.27252,47.370792,98.34988,26.752062,38.45505,33.045544,36B,0.3194608,0.18112788,93.33471,53.98656,102.437004,25.590397,46.460846,28.948267
370,370A,0.32470667,0.07453734,68.92724,24.634422,101.56512,12.159594,39.558147,16.201263,370B,0.4004366,0.27798384,68.08218,35.99974,112.606865,32.26606,61.316956,27.879566
371,371A,0.34359613,0.122193284,98.89591,45.711723,112.77186,15.289681,61.20302,20.148132,371B,0.36252385,0.13555343,93.57632,47.029995,113.48629,15.037543,60.220684,20.176235
372,372A,0.21300754,0.12001966,133.54771,59.29677,107.945625,30.259474,41.60964,18.715456,372B,0.23079827,0.12445601,133.65407,58.375526,107.8503,22.524523,41.22004,16.787804
373,373A,0.8092294,0.01766074,35.435844,8.677989,144.50497,9.580143,91.78991,9.556044,373B,0.8017887,0.017957432,35.22762,8.229257,144.45671,9.042956,92.10987,9.132688
374,374A,0.53589666,0.3197788,40.299213,47.63821,125.50564,28.474066,67.41331,25.05057,374B,0.4881339,0.30234313,49.299633,52.087894,125.6275,20.335115,63.76318,22.814198
375,375A,0.7225193,0.08139717,33.65552,11.1937,137.91954,23.283997,83.55339,21.237587,375B,0.73272437,0.078539,33.1161,11.735413,138.1491,23.684639,84.25067,21.37929
376,376A,0.6521629,0.15949686,38.68603,18.487034,137.23628,22.366575,80.20374,22.121593,376B,0.589223,0.14971298,43.953083,19.731907,128.07954,17.072992,70.73812,17.690735
377,377A,0.50709516,0.059469916,39.73996,12.687734,104.33657,14.008446,47.413364,14.680258,377B,0.48203835,0.06048583,40.567333,13.262387,98.08018,12.801498,42.776062,14.661549
378,378A,0.37536055,0.21558917,83.57191,44.525238,134.7271,25.70024,81.090385,24.59378,378B,0.7420559,0.22606727,36.893513,36.45605,126.158905,23.886106,73.83338,23.10706
379,379A,0.8475225,0.019533701,30.22403,10.238497,147.2046,12.252739,93.630714,12.160256,379B,0.8467844,0.0175672,30.036774,10.341046,146.8297,9.803823,93.422935,10.074662
37,37A,0.7286431,0.09922431,43.663525,18.336899,113.844086,33.344856,54.040558,29.800816,37B,0.7346591,0.094231784,44.41817,17.639595,112.63877,39.11955,47.960506,34.860867
380,380A,0.4650219,0.14237279,53.27988,22.616571,104.39307,17.481144,50.913086,17.097872,380B,0.43651122,0.07463392,52.890774,18.0595,103.61875,14.528093,49.98401,13.918263
381,381A,-0.029316664,0.12858236,97.996155,29.182827,50.947723,25.079798,4.5452576,17.279322,381B,-0.029514091,0.039868135,84.36927,12.368883,41.261234,9.401554,3.8146973e-06,0.0019531212
382,382A,0.4358214,0.1821439,66.307625,25.608376,140.48763,25.035383,82.62728,22.100834,382B,0.4224515,0.23532361,63.136566,28.188019,133.05644,32.20483,76.12376,28.227741
